,Date :,5/27/2021 17:37,,,,,,,,,,,
210222_7,VF031521_104933,day0_trial4,Chamber1,,,Shock 2,1,1.533,0.3,76.67,18.75,0,318
210222_7,VF031521_104933,day0_trial4,Chamber1,,,Shock 3,1,0.367,0.07,18.33,71.07,0,487
,,,,,,,,,,,,,
210222_8,VF031521_104933,day0_trial4,Chamber 2,,,Sound 1,0,0,0,0,281.47,0,1085
210222_8,VF031521_104933,day0_trial4,Chamber 2,,,Sound 2,3,1.867,0.36,6.22,156.32,0,751
210222_8,VF031521_104933,day0_trial4,Chamber 2,,,Sound 3,7,9.967,1.93,33.22,53.43,0,454
210222_8,VF031521_104933,day0_trial4,Chamber 2,,,Shock 1,0,0,0,0,647.07,107,1724
210222_8,VF031521_104933,day0_trial4,Chamber 2,,,Shock 2,0,0,0,0,595.63,113,1815
210222_8,VF031521_104933,day0_trial4,Chamber 2,,,Shock 3,0,0,0,0,589.92,5,2338
,,,,,,,,,,,,,
210222_9,VF031521_110057,day0_trail5,Chamber1,,,Sound 1,4,29.333,5.68,97.78,0.98,0,128
210222_9,VF031521_110057,day0_trail5,Chamber1,,,Sound 2,1,30,5.81,100,0,0,0
210222_9,VF031521_110057,day0_trail5,Chamber1,,,Sound 3,1,30,5.81,100,0,0,0
210222_9,VF031521_110057,day0_trail5,Chamber1,,,Shock 1,2,1.533,0.3,76.67,3.55,0,34
210222_9,VF031521_110057,day0_trail5,Chamber1,,,Shock 2,1,1.667,0.32,83.33,1.8,0,15
210222_9,VF031521_110057,day0_trail5,Chamber1,,,Shock 3,2,1.367,0.26,68.33,5.07,0,42
,,,,,,,,,,,,,
210222_10,VF031521_110057,day0_trail5,Chamber 2,,,Sound 1,7,29.8,5.78,99.33,0.98,0,23
210222_10,VF031521_110057,day0_trail5,Chamber 2,,,Sound 2,1,30,5.81,100,0.06,0,8
210222_10,VF031521_110057,day0_trail5,Chamber 2,,,Sound 3,1,30,5.81,100,0.02,0,4
210222_10,VF031521_110057,day0_trail5,Chamber 2,,,Shock 1,1,1.067,0.21,53.33,3.95,0,31
210222_10,VF031521_110057,day0_trail5,Chamber 2,,,Shock 2,1,2,0.39,100,1.65,0,9
210222_10,VF031521_110057,day0_trail5,Chamber 2,,,Shock 3,3,1.933,0.37,96.67,3.08,0,19
,,,,,,,,,,,,,
210222_11,VF031521_111139,day0_trail6,Chamber1,,,Sound 1,2,29.967,5.81,99.89,0.2,0,16
210222_11,VF031521_111139,day0_trail6,Chamber1,,,Sound 2,1,30,5.81,100,0.03,0,6
210222_11,VF031521_111139,day0_trail6,Chamber1,,,Sound 3,1,30,5.81,100,0,0,0
210222_11,VF031521_111139,day0_trail6,Chamber1,,,Shock 1,2,1.933,0.37,96.67,2.23,0,25
210222_11,VF031521_111139,day0_trail6,Chamber1,,,Shock 2,2,1.5,0.29,75,11.52,0,246
210222_11,VF031521_111139,day0_trail6,Chamber1,,,Shock 3,1,2,0.39,100,1.25,0,11
,,,,,,,,,,,,,
210222_12,VF031521_111139,day0_trail6,Chamber 2,,,Sound 1,3,29.933,5.8,99.78,0.53,0,21
210222_12,VF031521_111139,day0_trail6,Chamber 2,,,Sound 2,1,30,5.81,100,0.06,0,5
210222_12,VF031521_111139,day0_trail6,Chamber 2,,,Sound 3,1,30,5.81,100,0,0,0
210222_12,VF031521_111139,day0_trail6,Chamber 2,,,Shock 1,3,1.6,0.31,80,4.73,0,40
210222_12,VF031521_111139,day0_trail6,Chamber 2,,,Shock 2,3,1.833,0.36,91.67,4.57,0,39
210222_12,VF031521_111139,day0_trail6,Chamber 2,,,Shock 3,1,1.267,0.25,63.33,12.65,0,256
,,,,,,,,,,,,,
210222_13,VF031521_112322,day0_trail7,Chamber1,,,Sound 1,2,29.933,5.8,99.78,0.32,0,27
210222_13,VF031521_112322,day0_trail7,Chamber1,,,Sound 2,1,30,5.81,100,0.2,0,8
210222_13,VF031521_112322,day0_trail7,Chamber1,,,Sound 3,1,30,5.81,100,0.05,0,6
210222_13,VF031521_112322,day0_trail7,Chamber1,,,Shock 1,2,1.333,0.26,66.67,26.03,0,339
210222_13,VF031521_112322,day0_trail7,Chamber1,,,Shock 2,2,1.567,0.3,78.33,10.15,0,165
210222_13,VF031521_112322,day0_trail7,Chamber1,,,Shock 3,1,1.033,0.2,51.67,37.83,0,575
,,,,,,,,,,,,,
210222_14,VF031521_112322,day0_trail7,Chamber 2,,,Sound 1,1,30,5.81,100,0.14,0,14
210222_14,VF031521_112322,day0_trail7,Chamber 2,,,Sound 2,1,30,5.81,100,0.03,0,3
210222_14,VF031521_112322,day0_trail7,Chamber 2,,,Sound 3,1,30,5.81,100,0,0,0
210222_14,VF031521_112322,day0_trail7,Chamber 2,,,Shock 1,1,2,0.39,100,0.58,0,10
210222_14,VF031521_112322,day0_trail7,Chamber 2,,,Shock 2,1,1.767,0.34,88.33,1.2,0,18
210222_14,VF031521_112322,day0_trail7,Chamber 2,,,Shock 3,1,2,0.39,100,0.82,0,13
,,,,,,,,,,,,,
210222_15,VF031521_113702,day0_8,Chamber1,,,Sound 1,1,30,5.81,100,0.12,0,13
210222_15,VF031521_113702,day0_8,Chamber1,,,Sound 2,1,30,5.81,100,0,0,0
210222_15,VF031521_113702,day0_8,Chamber1,,,Sound 3,1,30,5.81,100,0,0,0
210222_15,VF031521_113702,day0_8,Chamber1,,,Shock 1,2,1.8,0.35,90,3.3,0,57
210222_15,VF031521_113702,day0_8,Chamber1,,,Shock 2,2,1.367,0.26,68.33,4.53,0,64
210222_15,VF031521_113702,day0_8,Chamber1,,,Shock 3,2,1.667,0.32,83.33,1.62,0,33
,,,,,,,,,,,,,
210222_16,VF031521_113702,day0_8,Chamber 2,,,Sound 1,2,29.9,5.79,99.67,0.32,0,17
210222_16,VF031521_113702,day0_8,Chamber 2,,,Sound 2,1,30,5.81,100,0.06,0,7
210222_16,VF031521_113702,day0_8,Chamber 2,,,Sound 3,1,30,5.81,100,0,0,2
210222_16,VF031521_113702,day0_8,Chamber 2,,,Shock 1,2,1.967,0.38,98.33,1.7,0,21
210222_16,VF031521_113702,day0_8,Chamber 2,,,Shock 2,2,1.967,0.38,98.33,1.03,0,17
210222_16,VF031521_113702,day0_8,Chamber 2,,,Shock 3,1,2,0.39,100,1.12,0,10
,,,,,,,,,,,,,
210222_17,VF031521_114834,day0_trail9,Chamber1,,,Sound 1,3,29.9,5.79,99.67,0.33,0,39
210222_17,VF031521_114834,day0_trail9,Chamber1,,,Sound 2,2,29.867,5.79,99.56,0.14,0,27
210222_17,VF031521_114834,day0_trail9,Chamber1,,,Sound 3,1,30,5.81,100,0.01,0,3
210222_17,VF031521_114834,day0_trail9,Chamber1,,,Shock 1,2,0.9,0.17,45,10.78,0,163
210222_17,VF031521_114834,day0_trail9,Chamber1,,,Shock 2,3,1.233,0.24,61.67,6.78,0,70
210222_17,VF031521_114834,day0_trail9,Chamber1,,,Shock 3,3,1.167,0.23,58.33,10.48,0,144
,,,,,,,,,,,,,
,VF031521_114834,day0_trail9,Chamber 2,,,Sound 1,3,29.933,5.8,99.78,0.35,0,32
,VF031521_114834,day0_trail9,Chamber 2,,,Sound 2,1,30,5.81,100,0.06,0,8
,VF031521_114834,day0_trail9,Chamber 2,,,Sound 3,1,30,5.81,100,0,0,1
,VF031521_114834,day0_trail9,Chamber 2,,,Shock 1,3,1.533,0.3,76.67,3.32,0,56
,VF031521_114834,day0_trail9,Chamber 2,,,Shock 2,1,1.867,0.36,93.33,2.33,0,32
,VF031521_114834,day0_trail9,Chamber 2,,,Shock 3,1,1.767,0.34,88.33,2.75,0,35
